Brasil-Oitavas-Quartas-Semi-Final-Campeão,0.33203
Brasil-Oitavas-Quartas-Semi-Final-Eliminado,0.13513
Brasil-Oitavas-Quartas-Semi-Eliminado,0.16069
Brasil-Oitavas-Quartas-Eliminado,0.15256
Brasil-Oitavas-Eliminado,0.17808
Brasil-Eliminado,0.04151
Espanha-Oitavas-Quartas-Semi-Final-Campeão,0.16378
Espanha-Oitavas-Quartas-Semi-Final-Eliminado,0.14458
Espanha-Oitavas-Quartas-Semi-Eliminado,0.22416
Espanha-Oitavas-Quartas-Eliminado,0.26063
Espanha-Oitavas-Eliminado,0.11198
Espanha-Eliminado,0.09487
Alemanha-Oitavas-Quartas-Semi-Final-Campeão,0.15182
Alemanha-Oitavas-Quartas-Semi-Final-Eliminado,0.14199
Alemanha-Oitavas-Quartas-Semi-Eliminado,0.19049
Alemanha-Oitavas-Quartas-Eliminado,0.16259
Alemanha-Oitavas-Eliminado,0.25719
Alemanha-Eliminado,0.09592
França-Oitavas-Quartas-Semi-Final-Campeão,0.107
França-Oitavas-Quartas-Semi-Final-Eliminado,0.10837
França-Oitavas-Quartas-Semi-Eliminado,0.23171
França-Oitavas-Quartas-Eliminado,0.22812
França-Oitavas-Eliminado,0.23764
França-Eliminado,0.08716
Argentina-Oitavas-Quartas-Semi-Final-Campeão,0.089
Argentina-Oitavas-Quartas-Semi-Final-Eliminado,0.11075
Argentina-Oitavas-Quartas-Semi-Eliminado,0.17803
Argentina-Oitavas-Quartas-Eliminado,0.28466
Argentina-Oitavas-Eliminado,0.25149
Argentina-Eliminado,0.08607
Inglaterra-Oitavas-Quartas-Semi-Final-Campeão,0.04849
Inglaterra-Oitavas-Quartas-Semi-Final-Eliminado,0.07524
Inglaterra-Oitavas-Quartas-Semi-Eliminado,0.13198
Inglaterra-Oitavas-Quartas-Eliminado,0.37906
Inglaterra-Oitavas-Eliminado,0.26812
Inglaterra-Eliminado,0.09711
Bélgica-Oitavas-Quartas-Semi-Final-Campeão,0.03413
Bélgica-Oitavas-Quartas-Semi-Final-Eliminado,0.06475
Bélgica-Oitavas-Quartas-Semi-Eliminado,0.13464
Bélgica-Oitavas-Quartas-Eliminado,0.37208
Bélgica-Oitavas-Eliminado,0.28206
Bélgica-Eliminado,0.11234
Peru-Oitavas-Quartas-Semi-Final-Campeão,0.00539
Peru-Oitavas-Quartas-Semi-Final-Eliminado,0.01937
Peru-Oitavas-Quartas-Semi-Eliminado,0.05945
Peru-Oitavas-Quartas-Eliminado,0.14501
Peru-Oitavas-Eliminado,0.35398
Peru-Eliminado,0.4168
Polônia-Oitavas-Quartas-Semi-Final-Campeão,0.00396
Polônia-Oitavas-Quartas-Semi-Final-Eliminado,0.01477
